TOPIC: 0
0:	0.8034499488126939
1:	0.5078967217180699
2:	0.39151330162538184
3:	0.7177255487560772
4:	0.6720349842464164
5:	0.17339959123980067
6:	0.1911619251572598
7:	0.2904426236983222
8:	0.7776932017143252
9:	0.542308619117778
10:	0.5862912378625635
11:	0.41731811150217885
12:	0.6294254872381079
13:	0.4682193988991996
14:	0.5759963574444729
15:	0.38655046944736837
16:	0.5218587872762366
17:	0.39149310168092827
18:	0.4201371464571678
19:	0.7512708256750069
TOPIC: 1
0:	0.19655005118730598
1:	0.4921032782819302
2:	0.6084866983746182
3:	0.2822744512439228
4:	0.32796501575358356
5:	0.8266004087601994
6:	0.8088380748427403
7:	0.7095573763016779
8:	0.22230679828567473
9:	0.457691380882222
10:	0.4137087621374365
11:	0.5826818884978211
12:	0.37057451276189207
13:	0.5317806011008005
14:	0.4240036425555271
15:	0.6134495305526316
16:	0.4781412127237635
17:	0.6085068983190717
18:	0.5798628535428321
19:	0.24872917432499317

